name,Address 1,Address 2,"City, State Zip",googleMapsUrl,state,postal,source,source_date,address,lat,lng,county,FIPS,FIPS County,FIPS State,County,State,Postal,CensusDivision
MASS GENERAL / NORTH SHORE CENTER FOR OUT-PATIENT,102 ENDICOTT STREET,,"DANVERS, MA 01923",http://maps.google.com/maps?q=MASS%20GENERAL%20%20NORTH%20SHORE%20CENTER%20FOR%20OUTPATIENT%2C102%20ENDICOTT%20STREET%2C+DANVERS%2C+MA+01923,MA,1923,DEA,Oct2018,"102 ENDICOTT STREET, DANVERS, MA 01923",42.55048,-70.922424,Essex,25009,9,25,Essex,Massachusetts,MA,New England
MC LEAN HOSPITAL,PHARMACY DIRECTOR,115 MILL STREET,"BELMONT, MA 02478",http://maps.google.com/maps?q=MC%20LEAN%20HOSPITAL%2CPHARMACY%20DIRECTOR%2C+BELMONT%2C+MA+02478,MA,2478,DEA,Oct2018,"PHARMACY DIRECTOR, 115 MILL STREET, BELMONT, MA 02478",42.39499,-71.192161,Middlesex,25017,17,25,Middlesex,Massachusetts,MA,New England
"MEACHAM PHARMACY,  INC",107 MEACHAM AVENUE,,"ELMONT, NY 11003",http://maps.google.com/maps?q=MEACHAM%20PHARMACY%20%20INC%2C107%20MEACHAM%20AVENUE%2C+ELMONT%2C+NY+11003,NY,11003,DEA,Oct2018,"107 MEACHAM AVENUE, ELMONT, NY 11003",40.705414,-73.690414,Nassau,36059,59,36,Nassau,New York,NY,Middle Atlantic
MERU PHARMACY INC,2 PARK AVENUE,,"YONKERS, NY 10703",http://maps.google.com/maps?q=MERU%20PHARMACY%20INC%2C2%20PARK%20AVENUE%2C+YONKERS%2C+NY+10703,NY,10703,DEA,Oct2018,"2 PARK AVENUE, YONKERS, NY 10703",40.9401435,-73.89149359,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
MILLBROOK PHARMMACY LLC.,3272 FRANKLIN AVE.,,"MILLBROOK, NY 12545",http://maps.google.com/maps?q=MILLBROOK%20PHARMMACY%20LLC%2C3272%20FRANKLIN%20AVE.%2C+MILLBROOK%2C+NY+12545,NY,12545,DEA,Oct2018,"3272 FRANKLIN AVE., MILLBROOK, NY 12545",41.785225,-73.69407,Dutchess,36027,27,36,Dutchess,New York,NY,Middle Atlantic
MRR PHARMA INC,6220-6222 11TH AVENUE,,"BROOKLYN, NY 11219",http://maps.google.com/maps?q=MRR%20PHARMA%20INC%2C6220-6222%2011TH%20AVENUE%2C+BROOKLYN%2C+NY+11219,NY,11219,DEA,Oct2018,"6220-6222 11TH AVENUE, BROOKLYN, NY 11219",40.6302433061,-74.004399551,Kings,36047,47,36,Kings,New York,NY,Middle Atlantic
MT CARMEL PHARMACY,705 EAST 187TH STREET,,"BRONX, NY 10458",http://maps.google.com/maps?q=MT%20CARMEL%20PHARMACY%2C705%20EAST%20187TH%20STREET%2C+BRONX%2C+NY+10458,NY,10458,DEA,Oct2018,"705 EAST 187TH STREET, BRONX, NY 10458",40.8542051,-73.8841858,Bronx,36005,5,36,Bronx,New York,NY,Middle Atlantic
MY HOPE PHARMACY LLC,141-14 NORTHERN BLVD.,,"FLUSHING, NY 11354",http://maps.google.com/maps?q=MY%20HOPE%20PHARMACY%20LLC%2C141-14%20NORTHERN%20BLVD.%2C+FLUSHING%2C+NY+11354,NY,11354,DEA,Oct2018,"141-14 NORTHERN BLVD., FLUSHING, NY 11354",40.7643533,-73.8276449,Queens,36081,81,36,Queens,New York,NY,Middle Atlantic
NASHUA HOSPITAL ASSOC,8 PROSPECT ST,BOX 2014,"NASHUA, NH 03061",http://maps.google.com/maps?q=NASHUA%20HOSPITAL%20ASSOC%2C8%20PROSPECT%20ST%2C+NASHUA%2C+NH+03061,NH,3061,DEA,Oct2018,"8 PROSPECT ST, BOX 2014, NASHUA, NH 03061",42.756271,-71.4621,Hillsborough,33011,11,33,Hillsborough,New Hampshire,NH,New England
NASSAU PHARMACY INC,3541 US ROUTE 20,,"NASSAU, NY 12123",http://maps.google.com/maps?q=NASSAU%20PHARMACY%20INC%2C3541%20US%20ROUTE%2020%2C+NASSAU%2C+NY+12123,NY,12123,DEA,Oct2018,"3541 US ROUTE 20, NASSAU, NY 12123",42.5177707,-73.6207751,Rensselaer,36083,83,36,Rensselaer,New York,NY,Middle Atlantic
NEW ISLAND PHARMACY INC,1912 A DEER PARK AVE,,"DEER PARK, NY 11729",http://maps.google.com/maps?q=NEW%20ISLAND%20PHARMACY%20INC%2C1912%20A%20DEER%20PARK%20AVE%2C+DEER%20PARK%2C+NY+11729,NY,11729,DEA,Oct2018,"1912 A DEER PARK AVE, DEER PARK, NY 11729",40.7494878,-73.3244792,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
"NEW JERSEY CVS PHARMACY, L.L.C.",9015 BERGENLINE AVENUE - 90TH STREET,,"NORTH BERGEN, NJ 07047",http://maps.google.com/maps?q=NEW%20JERSEY%20CVS%20PHARMACY%20LLC%2C9015%20BERGENLINE%20AVENUE%20-%2090TH%20STREET%2C+NORTH%20BERGEN%2C+NJ+07047,NJ,7047,DEA,Oct2018,"9015 BERGENLINE AVENUE - 90TH STREET, NORTH BERGEN, NJ 07047",40.808548,-74.00191,Hudson,34017,17,34,Hudson,New Jersey,NJ,Middle Atlantic
NEW PALTZ PHARMACY INC,DEDRICK'S PHARMACY OF NEW PALT,190 MAIN ST,"NEW PALTZ, NY 12561",http://maps.google.com/maps?q=NEW%20PALTZ%20PHARMACY%20INC%2CDEDRICK'S%20PHARMACY%20OF%20NEW%20PALT%2C+NEW%20PALTZ%2C+NY+12561,NY,12561,DEA,Oct2018,"DEDRICK'S PHARMACY OF NEW PALT, 190 MAIN ST, NEW PALTZ, NY 12561",41.7454562,-74.0784946,Ulster,36111,111,36,Ulster,New York,NY,Middle Atlantic
NEW ROCHELLE PRESCRIPTION CTR INC,551 MAIN ST.,,"NEW ROCHELLE, NY 10801",http://maps.google.com/maps?q=NEW%20ROCHELLE%20PRESCRIPTION%20CTR%20INC%2C551%20MAIN%20ST.%2C+NEW%20ROCHELLE%2C+NY+10801,NY,10801,DEA,Oct2018,"551 MAIN ST., NEW ROCHELLE, NY 10801",40.907845,-73.7833530526,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
NEWTON-WELLESLEY HOSPITAL,ATTN PHARMACY,2014 WASHINGTON ST,"NEWTON LOWER FALLS, MA 02462",http://maps.google.com/maps?q=NEWTONWELLESLEY%20HOSPITAL%2CATTN%20PHARMACY%2C+NEWTON%20LOWER%20FALLS%2C+MA+02462,MA,2462,DEA,Oct2018,"ATTN PHARMACY, 2014 WASHINGTON ST, NEWTON LOWER FALLS, MA 02462",42.3241175,-71.1031663,Suffolk,25025,25,25,Suffolk,Massachusetts,MA,New England
"NIKLAS-MOORE, INC.","5700 ROUTE 100, UNIT C-10",,"LONDONDERRY, VT 05148",http://maps.google.com/maps?q=NIKLASMOORE%20INC%2C5700%20ROUTE%20100%2C%20UNIT%20C-10%2C+LONDONDERRY%2C+VT+05148,VT,5148,DEA,Oct2018,"5700 ROUTE 100, UNIT C-10, LONDONDERRY, VT 05148",43.2281832,-72.8156079,Windham,50025,25,50,Windham,Vermont,VT,New England
NORTH COUNTRY DRUGS INC,227-229 EAST MAIN STREET,,"HUNTINGTON, NY 11743",http://maps.google.com/maps?q=NORTH%20COUNTRY%20DRUGS%20INC%2C227-229%20EAST%20MAIN%20STREET%2C+HUNTINGTON%2C+NY+11743,NY,11743,DEA,Oct2018,"227-229 EAST MAIN STREET, HUNTINGTON, NY 11743",40.881774728,-73.3937505088,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
NORTHERN WESTCHESTER HOSPITAL,400 E MAIN ST,,"MOUNT KISCO, NY 10549",http://maps.google.com/maps?q=NORTHERN%20WESTCHESTER%20HOSPITAL%2C400%20E%20MAIN%20ST%2C+MOUNT%20KISCO%2C+NY+10549,NY,10549,DEA,Oct2018,"400 E MAIN ST, MOUNT KISCO, NY 10549",41.19666215,-73.7256454245,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
NPL DRUGS INC,6602 AVE U,,"BROOKLYN, NY 11234",http://maps.google.com/maps?q=NPL%20DRUGS%20INC%2C6602%20AVE%20U%2C+BROOKLYN%2C+NY+11234,NY,11234,DEA,Oct2018,"6602 AVE U, BROOKLYN, NY 11234",40.617344,-73.9109,Kings,36047,47,36,Kings,New York,NY,Middle Atlantic
NY DRUGS INC,CASTLE HILL COMMUNITY PHARMACY,706 CASTLE HILL AVENUE,"BRONX, NY 10473",http://maps.google.com/maps?q=NY%20DRUGS%20INC%2CCASTLE%20HILL%20COMMUNITY%20PHARMACY%2C+BRONX%2C+NY+10473,NY,10473,DEA,Oct2018,"CASTLE HILL COMMUNITY PHARMACY, 706 CASTLE HILL AVENUE, BRONX, NY 10473",40.8210569,-73.8503274,Bronx,36005,5,36,Bronx,New York,NY,Middle Atlantic
NY FIRST AVE CORPORATION,206 FIRST AVE,,"NEW YORK, NY 10009",http://maps.google.com/maps?q=NY%20FIRST%20AVE%20CORPORATION%2C206%20FIRST%20AVE%2C+NEW%20YORK%2C+NY+10009,NY,10009,DEA,Oct2018,"206 FIRST AVE, NEW YORK, NY 10009",42.8021386,-73.9528461,Schenectady,36093,93,36,Schenectady,New York,NY,Middle Atlantic
NY SOC FOR THE RELIEF OF RUPTURED AND CRIPPLED,"535 E 70TH STREET, 6TH FLOOR",ATTN PHARMACY,"NEW YORK, NY 10021",http://maps.google.com/maps?q=NY%20SOC%20FOR%20THE%20RELIEF%20OF%20RUPTURED%20AND%20CRIPPLED%2C535%20E%2070TH%20STREET%2C%206TH%20FLOOR%2C+NEW%20YORK%2C+NY+10021,NY,10021,DEA,Oct2018,"535 E 70TH STREET, 6TH FLOOR, ATTN PHARMACY, NEW YORK, NY 10021",40.7650137,-73.9529099,New York,36061,61,36,New York,New York,NY,Middle Atlantic
OCEAN A & R PHARMACY INC.,2806 OCEAN AVENUE,,"BROOKLYN, NY 11229",http://maps.google.com/maps?q=OCEAN%20A%20%20R%20PHARMACY%20INC%2C2806%20OCEAN%20AVENUE%2C+BROOKLYN%2C+NY+11229,NY,11229,DEA,Oct2018,"2806 OCEAN AVENUE, BROOKLYN, NY 11229",40.5930296,-73.950404,Kings,36047,47,36,Kings,New York,NY,Middle Atlantic
"PAAK PHARMACY, INC",689 MEDFORD AVE,,"PATCHOGUE, NY 11772",http://maps.google.com/maps?q=PAAK%20PHARMACY%20INC%2C689%20MEDFORD%20AVE%2C+PATCHOGUE%2C+NY+11772,NY,11772,DEA,Oct2018,"689 MEDFORD AVE, PATCHOGUE, NY 11772",40.7918811,-73.0072071827,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
PHARMACEUTICALLY ELEGANT INC,590 MAIN ST,,"LYNNFIELD, MA 01940",http://maps.google.com/maps?q=PHARMACEUTICALLY%20ELEGANT%20INC%2C590%20MAIN%20ST%2C+LYNNFIELD%2C+MA+01940,MA,1940,DEA,Oct2018,"590 MAIN ST, LYNNFIELD, MA 01940",42.5391340927,-71.0504740834,Essex,25009,9,25,Essex,Massachusetts,MA,New England
PHELPS MEMORIAL HOSPITAL ASSOCIATION,701 NORTH BROADWAY,,"SLEEPY HOLLOW, NY 10591",http://maps.google.com/maps?q=PHELPS%20MEMORIAL%20HOSPITAL%20ASSOCIATION%2C701%20NORTH%20BROADWAY%2C+SLEEPY%20HOLLOW%2C+NY+10591,NY,10591,DEA,Oct2018,"701 NORTH BROADWAY, SLEEPY HOLLOW, NY 10591",41.1087917,-73.8636316,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
PLAINVIEW FAMILY PHARMACY,142A MANETTO HILL RD,,"PLAINVIEW, NY 11803",http://maps.google.com/maps?q=PLAINVIEW%20FAMILY%20PHARMACY%2C142A%20MANETTO%20HILL%20RD%2C+PLAINVIEW%2C+NY+11803,NY,11803,DEA,Oct2018,"142A MANETTO HILL RD, PLAINVIEW, NY 11803",40.7788678608,-73.4681300571,Nassau,36059,59,36,Nassau,New York,NY,Middle Atlantic
"PROGRESSION, LLC",79 TINKER STREET,,"WOODSTOCK, NY 12498",http://maps.google.com/maps?q=PROGRESSION%20LLC%2C79%20TINKER%20STREET%2C+WOODSTOCK%2C+NY+12498,NY,12498,DEA,Oct2018,"79 TINKER STREET, WOODSTOCK, NY 12498",42.040436,-74.135475,Ulster,36111,111,36,Ulster,New York,NY,Middle Atlantic
PROHEALTH PHARMACY INC,385 A/B  SECOND AVE,,"NEW YORK, NY 10010",http://maps.google.com/maps?q=PROHEALTH%20PHARMACY%20INC%2C385%20A/B%20%20SECOND%20AVE%2C+NEW%20YORK%2C+NY+10010,NY,10010,DEA,Oct2018,"385 A/B SECOND AVE, NEW YORK, NY 10010",40.73753,-73.9835777,New York,36061,61,36,New York,New York,NY,Middle Atlantic
QRX INC,224 POST RD,UNIT 7,"WESTERLY, RI 02891",http://maps.google.com/maps?q=QRX%20INC%2C224%20POST%20RD%2C+WESTERLY%2C+RI+02891,RI,2891,DEA,Oct2018,"224 POST RD, UNIT 7, WESTERLY, RI 02891",41.351166,-71.77215,Washington,44009,9,44,Washington,Rhode Island,RI,New England
R&P APOTHECARY,D/B/A EVERGREEN DRUGS,87-08 JUSTICE AVENUE,"ELMHURST, NY 11373",http://maps.google.com/maps?q=RP%20APOTHECARY%2CD/B/A%20EVERGREEN%20DRUGS%2C+ELMHURST%2C+NY+11373,NY,11373,DEA,Oct2018,"D/B/A EVERGREEN DRUGS, 87-08 JUSTICE AVENUE, ELMHURST, NY 11373",40.7372311,-73.8785414,Queens,36081,81,36,Queens,New York,NY,Middle Atlantic
RESOLUTION RX INC.,11 EAST MAIN STREET,,"PAWLING, NY 12564",http://maps.google.com/maps?q=RESOLUTION%20RX%20INC%2C11%20EAST%20MAIN%20STREET%2C+PAWLING%2C+NY+12564,NY,12564,DEA,Oct2018,"11 EAST MAIN STREET, PAWLING, NY 12564",41.5582644,-73.5960055,Dutchess,36027,27,36,Dutchess,New York,NY,Middle Atlantic
REVERE HEALTHCARE CENTER,CLINIC PHARMACY,300 OCEAN AVENUE,"REVERE, MA 02151",http://maps.google.com/maps?q=REVERE%20HEALTHCARE%20CENTER%2CCLINIC%20PHARMACY%2C+REVERE%2C+MA+02151,MA,2151,DEA,Oct2018,"CLINIC PHARMACY, 300 OCEAN AVENUE, REVERE, MA 02151",42.408074,-70.992325,Suffolk,25025,25,25,Suffolk,Massachusetts,MA,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",11 MAIN ST.,,"WAKEFIELD, RI 02879",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C11%20MAIN%20ST.%2C+WAKEFIELD%2C+RI+02879,RI,2879,DEA,Oct2018,"11 MAIN ST., WAKEFIELD, RI 02879",41.441315973,-71.4911768649,Washington,44009,9,44,Washington,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",120 EDDIE DOWLING HWY.,,"NORTH SMITHFIELD, RI 02896",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C120%20EDDIE%20DOWLING%20HWY.%2C+NORTH%20SMITHFIELD%2C+RI+02896,RI,2896,DEA,Oct2018,"120 EDDIE DOWLING HWY., NORTH SMITHFIELD, RI 02896",41.9811815148,-71.5139161162,Providence,44007,7,44,Providence,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",1400 HARTFORD AVENUE,,"JOHNSTON, RI 02919",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C1400%20HARTFORD%20AVENUE%2C+JOHNSTON%2C+RI+02919,RI,2919,DEA,Oct2018,"1400 HARTFORD AVENUE, JOHNSTON, RI 02919",41.823767,-71.498786,Providence,44007,7,44,Providence,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",150 GRANITE STREET,,"WESTERLY, RI 02891",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C150%20GRANITE%20STREET%2C+WESTERLY%2C+RI+02891,RI,2891,DEA,Oct2018,"150 GRANITE STREET, WESTERLY, RI 02891",41.3693562521,-71.8197826328,Washington,44009,9,44,Washington,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",1919 MINERAL SPRING AVENUE,,"NORTH PROVIDENCE, RI 02904",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C1919%20MINERAL%20SPRING%20AVENUE%2C+NORTH%20PROVIDENCE%2C+RI+02904,RI,2904,DEA,Oct2018,"1919 MINERAL SPRING AVENUE, NORTH PROVIDENCE, RI 02904",41.8600533395,-71.4694816354,Providence,44007,7,44,Providence,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",2400 WARWICK AVE,MEADOWBROOK PLAZA,"WARWICK, RI 02889",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C2400%20WARWICK%20AVE%2C+WARWICK%2C+RI+02889,RI,2889,DEA,Oct2018,"2400 WARWICK AVE, MEADOWBROOK PLAZA, WARWICK, RI 02889",41.70946,-71.39796,Kent,44003,3,44,Kent,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",287 BROADWAY,,"NEWPORT, RI 02840",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C287%20BROADWAY%2C+NEWPORT%2C+RI+02840,RI,2840,DEA,Oct2018,"287 BROADWAY, NEWPORT, RI 02840",41.4977607446,-71.3076707535,Newport,44005,5,44,Newport,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",3986 OLD POST RD.,,"CHARLESTOWN, RI 02813",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C3986%20OLD%20POST%20RD.%2C+CHARLESTOWN%2C+RI+02813,RI,2813,DEA,Oct2018,"3986 OLD POST RD., CHARLESTOWN, RI 02813",41.3872225789,-71.6253983684,Washington,44009,9,44,Washington,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",640 WARREN AVENUE,,"EAST PROVIDENCE, RI 02914",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C640%20WARREN%20AVENUE%2C+EAST%20PROVIDENCE%2C+RI+02914,RI,2914,DEA,Oct2018,"640 WARREN AVENUE, EAST PROVIDENCE, RI 02914",41.8104114444,-71.3554154444,Providence,44007,7,44,Providence,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",681 RESERVOIR AVENUE,,"CRANSTON, RI 02910",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C681%20RESERVOIR%20AVENUE%2C+CRANSTON%2C+RI+02910,RI,2910,DEA,Oct2018,"681 RESERVOIR AVENUE, CRANSTON, RI 02910",41.781555,-71.44059,Providence,44007,7,44,Providence,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",763 TIOGUE AVENUE,,"COVENTRY, RI 02816",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C763%20TIOGUE%20AVENUE%2C+COVENTRY%2C+RI+02816,RI,2816,DEA,Oct2018,"763 TIOGUE AVENUE, COVENTRY, RI 02816",41.6822077143,-71.562527305,Kent,44003,3,44,Kent,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",767 WARWICK AVENUE,,"WARWICK, RI 02888",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C767%20WARWICK%20AVENUE%2C+WARWICK%2C+RI+02888,RI,2888,DEA,Oct2018,"767 WARWICK AVENUE, WARWICK, RI 02888",41.7542840204,-71.4044217143,Kent,44003,3,44,Kent,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",835 NEWPORT AVE.,,"PAWTUCKET, RI 02861",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C835%20NEWPORT%20AVE.%2C+PAWTUCKET%2C+RI+02861,RI,2861,DEA,Oct2018,"835 NEWPORT AVE., PAWTUCKET, RI 02861",41.8963824,-71.3544821,Providence,44007,7,44,Providence,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",935 MANTON AVENUE,,"PROVIDENCE, RI 02909",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C935%20MANTON%20AVENUE%2C+PROVIDENCE%2C+RI+02909,RI,2909,DEA,Oct2018,"935 MANTON AVENUE, PROVIDENCE, RI 02909",41.816888,-71.443554,Providence,44007,7,44,Providence,Rhode Island,RI,New England
"RHODE ISLAND CVS PHARMACY, L.L.C.",99 EAST MAIN ROAD,,"MIDDLETOWN, RI 02842",http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C99%20EAST%20MAIN%20ROAD%2C+MIDDLETOWN%2C+RI+02842,RI,2842,DEA,Oct2018,"99 EAST MAIN ROAD, MIDDLETOWN, RI 02842",41.517943,-71.296166,Newport,44005,5,44,Newport,Rhode Island,RI,New England
RIVERDALE HEALTHY LIFE INC.,D/B/A TRI-ROAD PHARMACY,791 WESTCHESTER AVENUE,"BRONX, NY 10455",http://maps.google.com/maps?q=RIVERDALE%20HEALTHY%20LIFE%20INC%2CD/B/A%20TRI-ROAD%20PHARMACY%2C+BRONX%2C+NY+10455,NY,10455,DEA,Oct2018,"D/B/A TRI-ROAD PHARMACY, 791 WESTCHESTER AVENUE, BRONX, NY 10455",40.8188329,-73.9059746,Bronx,36005,5,36,Bronx,New York,NY,Middle Atlantic
RND PHARMACY INC,52 WEST BURNSIDE AVE,,"BRONX, NY 10453",http://maps.google.com/maps?q=RND%20PHARMACY%20INC%2C52%20WEST%20BURNSIDE%20AVE%2C+BRONX%2C+NY+10453,NY,10453,DEA,Oct2018,"52 WEST BURNSIDE AVE, BRONX, NY 10453",40.8540154,-73.909798,Bronx,36005,5,36,Bronx,New York,NY,Middle Atlantic
S & M PHARMACY INC,68-50 MAIN STREET,,"FLUSHING, NY 11367",http://maps.google.com/maps?q=S%20%20M%20PHARMACY%20INC%2C68-50%20MAIN%20STREET%2C+FLUSHING%2C+NY+11367,NY,11367,DEA,Oct2018,"68-50 MAIN STREET, FLUSHING, NY 11367",40.73204,-73.8246,Queens,36081,81,36,Queens,New York,NY,Middle Atlantic
SAAR PHARMACY INC.,602 WELLWOOD AVENUE,,"LINDENHURST, NY 11757",http://maps.google.com/maps?q=SAAR%20PHARMACY%20INC%2C602%20WELLWOOD%20AVENUE%2C+LINDENHURST%2C+NY+11757,NY,11757,DEA,Oct2018,"602 WELLWOOD AVENUE, LINDENHURST, NY 11757",40.7003248947,-73.3835736842,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
SAINT JOSEPH'S HOSPITAL,ATTN PHARMACY,172 KINSLEY ST,"NASHUA, NH 03060",http://maps.google.com/maps?q=SAINT%20JOSEPHS%20HOSPITAL%2CATTN%20PHARMACY%2C+NASHUA%2C+NH+03060,NH,3060,DEA,Oct2018,"ATTN PHARMACY, 172 KINSLEY ST, NASHUA, NH 03060",42.749168,-71.48021,Hillsborough,33011,11,33,Hillsborough,New Hampshire,NH,New England
SALUMED PHARMACY INC.,753 COMMACK RD,,"BRENTWOOD, NY 11717",http://maps.google.com/maps?q=SALUMED%20PHARMACY%20INC%2C753%20COMMACK%20RD%2C+BRENTWOOD%2C+NY+11717,NY,11717,DEA,Oct2018,"753 COMMACK RD, BRENTWOOD, NY 11717",40.7576243779,-73.232266543,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
SARATOGA HOSPITAL THE,211 CHURCH STREET,,"SARATOGA SPRINGS, NY 12866",http://maps.google.com/maps?q=SARATOGA%20HOSPITAL%20THE%2C211%20CHURCH%20STREET%2C+SARATOGA%20SPRINGS%2C+NY+12866,NY,12866,DEA,Oct2018,"211 CHURCH STREET, SARATOGA SPRINGS, NY 12866",43.08660695,-73.7989537727,Saratoga,36091,91,36,Saratoga,New York,NY,Middle Atlantic
SARVIN DRUGS INC,1155 DEER PARK AVE,,"NORTH BABYLON, NY 11703",http://maps.google.com/maps?q=SARVIN%20DRUGS%20INC%2C1155%20DEER%20PARK%20AVE%2C+NORTH%20BABYLON%2C+NY+11703,NY,11703,DEA,Oct2018,"1155 DEER PARK AVE, NORTH BABYLON, NY 11703",40.7502662188,-73.3249061354,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
SAUGERTIES PHARMACY LLC,250 MAIN ST,,"SAUGERTIES, NY 12477",http://maps.google.com/maps?q=SAUGERTIES%20PHARMACY%20LLC%2C250%20MAIN%20ST%2C+SAUGERTIES%2C+NY+12477,NY,12477,DEA,Oct2018,"250 MAIN ST, SAUGERTIES, NY 12477",42.0774729,-73.9532231,Ulster,36111,111,36,Ulster,New York,NY,Middle Atlantic
SAVALL DRUG INC,393 NO MERRICK AVE,,"MERRICK, NY 11566",http://maps.google.com/maps?q=SAVALL%20DRUG%20INC%2C393%20NO%20MERRICK%20AVE%2C+MERRICK%2C+NY+11566,NY,11566,DEA,Oct2018,"393 NO MERRICK AVE, MERRICK, NY 11566",40.6763833,-73.5576316,Nassau,36059,59,36,Nassau,New York,NY,Middle Atlantic
SEA. J PHARMACY CORP,765-767 MORRIS PARK AVE,,"BRONX, NY 10462",http://maps.google.com/maps?q=SEA%20J%20PHARMACY%20CORP%2C765-767%20MORRIS%20PARK%20AVE%2C+BRONX%2C+NY+10462,NY,10462,DEA,Oct2018,"765-767 MORRIS PARK AVE, BRONX, NY 10462",40.8457899,-73.8638044,Bronx,36005,5,36,Bronx,New York,NY,Middle Atlantic
SHALOM'S PHARMACY INC,1106 AVENUE K 1ST FLOOR,,"BROOKLYN, NY 11230",http://maps.google.com/maps?q=SHALOMS%20PHARMACY%20INC%2C1106%20AVENUE%20K%201ST%20FLOOR%2C+BROOKLYN%2C+NY+11230,NY,11230,DEA,Oct2018,"1106 AVENUE K 1ST FLOOR, BROOKLYN, NY 11230",40.622383,-73.964584,Kings,36047,47,36,Kings,New York,NY,Middle Atlantic
SIDDIQUI CORPORATION,1109 CONEY ISLAND AVE,,"BROOKLYN, NY 11230",http://maps.google.com/maps?q=SIDDIQUI%20CORPORATION%2C1109%20CONEY%20ISLAND%20AVE%2C+BROOKLYN%2C+NY+11230,NY,11230,DEA,Oct2018,"1109 CONEY ISLAND AVE, BROOKLYN, NY 11230",40.63058,-73.9659775692,Kings,36047,47,36,Kings,New York,NY,Middle Atlantic
SOUTH SHORE HOSPITAL,KRISTOPHER YOUNG PHARMD,55 FOGG ROAD,"SOUTH WEYMOUTH, MA 02190",http://maps.google.com/maps?q=SOUTH%20SHORE%20HOSPITAL%2CKRISTOPHER%20YOUNG%20PHARMD%2C+SOUTH%20WEYMOUTH%2C+MA+02190,MA,2190,DEA,Oct2018,"KRISTOPHER YOUNG PHARMD, 55 FOGG ROAD, SOUTH WEYMOUTH, MA 02190",42.175691,-70.954074,Norfolk,25021,21,25,Norfolk,Massachusetts,MA,New England
SOUTHRIFTY DRUG INC,54 JAGGER LANE,,"SOUTHAMPTON, NY 11968",http://maps.google.com/maps?q=SOUTHRIFTY%20DRUG%20INC%2C54%20JAGGER%20LANE%2C+SOUTHAMPTON%2C+NY+11968,NY,11968,DEA,Oct2018,"54 JAGGER LANE, SOUTHAMPTON, NY 11968",40.887615,-72.39217,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
